Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Scap_DM21B06,Sepi_1A04_aa,Sepi_1C01_aa,Sepi_28C03_a,Sepi_28C09_a,Sepi_29G01_a,Sepi_2A01_aa,Sepi_2C10_ad,Sepi_2D07_ad,Sepi_2d12_aa,Sepi_2E07_ad,Sepi_2g06_aa,Sepi_30A07_a,Sepi_30B01_a,Sepi_3A01_ad,Sepi_3A05_ad,Sepi_3A07_ad,Sepi_3a11_aa,Sepi_3C06_ad,Sepi_3c09_aa,Sepi_3c10_aa,Sepi_3D11_aa,Sepi_58D03_C,Sepi_58D04_C,Sepi_58F01_C,Sepi_5A02_aa,Sepi_5B11_aa,Sepi_5c01_aa,Sepi_5C04_ad,Sepi_61B02_C,Sepi_63G02_C,Sepi_6A01_aa,Sepi_6b04_aa,Sepi_6B08_ad,Sepi_6C06_aa,Sepi_6C08_ad,Sepi_6d05_aa,Sepi_6E08_ad,Sepi_7a07_aa,Sepi_7B05_aa,Sepi_8C10_ad,Sepi_9B05_ad,Sepi_9D01_ad,Sepi_9d05_aa,Sepi_9d06_aa,Sepi_9E06_aa,Sepi_DM12F07,Sepi_DM12G05,Sepi_DM12H06,Sepi_DM1B01_,Sepi_DM21A02,Sepi_DM21B07,Sepi_DM21C07,Sepi_DM21F02,Sepi_DM23A01,Sepi_DM23A02,Sepi_DM23A03,Sepi_DM23C12,Sepi_DM23E02,Sepi_DM23E06,Sepi_DM24B02,Sepi_DM24B03,Sepi_DM24B04,Sepi_DM24G04,Sepi_DM24G05,Sepi_DM2D11_,Sepi_DM2G10_,Sepi_DM2H03_,Sepi_DM39F06,Sepi_DM3A08_,Shom_28C10_a,Shom_6C072_a,Shom_DM12H05
fapR,fapR,Transcription factor FapR,73,73,1.0,1,3499,,,,561,612,566.5890410958904,Scap_DM21B06_00367,Sepi_1A04_aa_00907,Sepi_1C01_aa_00301,Sepi_28C03_a_00162,Sepi_28C09_a_00398,Sepi_29G01_a_00470,Sepi_2A01_aa_00922,Sepi_2C10_ad_00206,Sepi_2D07_ad_00172,Sepi_2d12_aa_00637,Sepi_2E07_ad_00422,Sepi_2g06_aa_00925,Sepi_30A07_a_00790,Sepi_30B01_a_00162,Sepi_3A01_ad_00098,Sepi_3A05_ad_00098,Sepi_3A07_ad_01152,Sepi_3a11_aa_00382,Sepi_3C06_ad_00576,Sepi_3c09_aa_00728,Sepi_3c10_aa_00107,Sepi_3D11_aa_01099,Sepi_58D03_C_00060,Sepi_58D04_C_01557,Sepi_58F01_C_00660,Sepi_5A02_aa_00636,Sepi_5B11_aa_00641,Sepi_5c01_aa_00879,Sepi_5C04_ad_00095,Sepi_61B02_C_00096,Sepi_63G02_C_00550,Sepi_6A01_aa_00209,Sepi_6b04_aa_00738,Sepi_6B08_ad_00034,Sepi_6C06_aa_00020,Sepi_6C08_ad_00627,Sepi_6d05_aa_00939,Sepi_6E08_ad_00423,Sepi_7a07_aa_00970,Sepi_7B05_aa_00532,Sepi_8C10_ad_00587,Sepi_9B05_ad_00095,Sepi_9D01_ad_00919,Sepi_9d05_aa_01575,Sepi_9d06_aa_01592,Sepi_9E06_aa_00612,Sepi_DM12F07_00094,Sepi_DM12G05_00073,Sepi_DM12H06_00241,Sepi_DM1B01__00115,Sepi_DM21A02_00218,Sepi_DM21B07_00367,Sepi_DM21C07_00685,Sepi_DM21F02_00648,Sepi_DM23A01_01282,Sepi_DM23A02_00084,Sepi_DM23A03_00576,Sepi_DM23C12_00508,Sepi_DM23E02_00034,Sepi_DM23E06_00956,Sepi_DM24B02_00209,Sepi_DM24B03_00081,Sepi_DM24B04_01236,Sepi_DM24G04_00225,Sepi_DM24G05_00348,Sepi_DM2D11__00654,Sepi_DM2G10__00735,Sepi_DM2H03__00428,Sepi_DM39F06_01122,Sepi_DM3A08__00752,Shom_28C10_a_00403,Shom_6C072_a_00134,Shom_DM12H05_00241
group_2231,,Protein SprT-like protein,73,73,1.0,1,3496,,,,456,456,456.0,Scap_DM21B06_01511,Sepi_1A04_aa_01517,Sepi_1C01_aa_01213,Sepi_28C03_a_01552,Sepi_28C09_a_01658,Sepi_29G01_a_01957,Sepi_2A01_aa_01986,Sepi_2C10_ad_01772,Sepi_2D07_ad_01872,Sepi_2d12_aa_01364,Sepi_2E07_ad_01991,Sepi_2g06_aa_01669,Sepi_30A07_a_01772,Sepi_30B01_a_02523,Sepi_3A01_ad_01950,Sepi_3A05_ad_01886,Sepi_3A07_ad_02000,Sepi_3a11_aa_02160,Sepi_3C06_ad_01555,Sepi_3c09_aa_02277,Sepi_3c10_aa_01959,Sepi_3D11_aa_02147,Sepi_58D03_C_01201,Sepi_58D04_C_00693,Sepi_58F01_C_02268,Sepi_5A02_aa_01912,Sepi_5B11_aa_01599,Sepi_5c01_aa_01616,Sepi_5C04_ad_01756,Sepi_61B02_C_01578,Sepi_63G02_C_01768,Sepi_6A01_aa_01405,Sepi_6b04_aa_02122,Sepi_6B08_ad_00831,Sepi_6C06_aa_01862,Sepi_6C08_ad_01953,Sepi_6d05_aa_00164,Sepi_6E08_ad_01710,Sepi_7a07_aa_01789,Sepi_7B05_aa_01844,Sepi_8C10_ad_01738,Sepi_9B05_ad_01473,Sepi_9D01_ad_01930,Sepi_9d05_aa_00773,Sepi_9d06_aa_01912,Sepi_9E06_aa_01932,Sepi_DM12F07_01702,Sepi_DM12G05_01268,Sepi_DM12H06_02044,Sepi_DM1B01__01916,Sepi_DM21A02_01740,Sepi_DM21B07_01717,Sepi_DM21C07_02172,Sepi_DM21F02_01206,Sepi_DM23A01_01821,Sepi_DM23A02_01947,Sepi_DM23A03_01887,Sepi_DM23C12_01648,Sepi_DM23E02_02160,Sepi_DM23E06_01917,Sepi_DM24B02_01834,Sepi_DM24B03_01404,Sepi_DM24B04_01414,Sepi_DM24G04_01955,Sepi_DM24G05_02072,Sepi_DM2D11__02297,Sepi_DM2G10__02190,Sepi_DM2H03__02226,Sepi_DM39F06_01826,Sepi_DM3A08__02212,Shom_28C10_a_01328,Shom_6C072_a_01484,Shom_DM12H05_01744
mqo1_2~~~mqo1_1~~~mqo1,mqo1_2;mqo1_1;mqo1,putative malate:quinone oxidoreductase 1,73,74,1.0136986301369864,1,3492,,,,483,1479,1459.054054054054,Scap_DM21B06_00763,Sepi_1A04_aa_01709,Sepi_1C01_aa_00894,Sepi_28C03_a_00358,Sepi_28C09_a_01690,Sepi_29G01_a_00832,Sepi_2A01_aa_00609,Sepi_2C10_ad_00902,Sepi_2D07_ad_00959,Sepi_2d12_aa_01686,Sepi_2E07_ad_00974,Sepi_2g06_aa_00760,Sepi_30A07_a_00492,Sepi_30B01_a_00536,Sepi_3A01_ad_00311,Sepi_3A05_ad_00632,Sepi_3A07_ad_00440,Sepi_3a11_aa_00502,Sepi_3C06_ad_01596,Sepi_3c09_aa_00041,Sepi_3c10_aa_00999,Sepi_3D11_aa_00741,Sepi_58D03_C_01977,Sepi_58D04_C_01800,Sepi_58F01_C_01995,Sepi_5A02_aa_01058,Sepi_5B11_aa_00368,Sepi_5c01_aa_01892,Sepi_5C04_ad_01448,Sepi_61B02_C_00594,Sepi_63G02_C_01017,Sepi_6A01_aa_01534,Sepi_6b04_aa_00205,Sepi_6B08_ad_00396,Sepi_6C06_aa_00610,Sepi_6C08_ad_00848,Sepi_6d05_aa_01846,Sepi_6E08_ad_00997,Sepi_7a07_aa_01341,Sepi_7B05_aa_01130,Sepi_8C10_ad_00981,Sepi_9B05_ad_00719,Sepi_9D01_ad_00779,Sepi_9d05_aa_00501,Sepi_9d06_aa_01076,Sepi_9E06_aa_00348,Sepi_DM12F07_00706,Sepi_DM12G05_01652,Sepi_DM12H06_00966,Sepi_DM1B01__01082,Sepi_DM21A02_01178,Sepi_DM21B07_00762,Sepi_DM21C07_00331,Sepi_DM21F02_02060,Sepi_DM23A01_01630,Sepi_DM23A02_02306,Sepi_DM23A03_00746,Sepi_DM23C12_00781,Sepi_DM23E02_00717;Sepi_DM23E02_00718,Sepi_DM23E06_01293,Sepi_DM24B02_00500,Sepi_DM24B03_00951,Sepi_DM24B04_00996,Sepi_DM24G04_00410,Sepi_DM24G05_01582,Sepi_DM2D11__00471,Sepi_DM2G10__00668,Sepi_DM2H03__01243,Sepi_DM39F06_00038,Sepi_DM3A08__00594,Shom_28C10_a_01211,Shom_6C072_a_00266,Shom_DM12H05_00763
gtfA_3~~~gtfA_4,gtfA_3;gtfA_4,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit,73,73,1.0,1,3491,,,,1509,1509,1509.0,Scap_DM21B06_02132,Sepi_1A04_aa_02242,Sepi_1C01_aa_00592,Sepi_28C03_a_02301,Sepi_28C09_a_02108,Sepi_29G01_a_01527,Sepi_2A01_aa_01706,Sepi_2C10_ad_02076,Sepi_2D07_ad_00308,Sepi_2d12_aa_01963,Sepi_2E07_ad_00751,Sepi_2g06_aa_01107,Sepi_30A07_a_02053,Sepi_30B01_a_01200,Sepi_3A01_ad_01677,Sepi_3A05_ad_01637,Sepi_3A07_ad_01914,Sepi_3a11_aa_01748,Sepi_3C06_ad_01962,Sepi_3c09_aa_00616,Sepi_3c10_aa_01903,Sepi_3D11_aa_00553,Sepi_58D03_C_01777,Sepi_58D04_C_02078,Sepi_58F01_C_01709,Sepi_5A02_aa_01392,Sepi_5B11_aa_01857,Sepi_5c01_aa_02178,Sepi_5C04_ad_01091,Sepi_61B02_C_01852,Sepi_63G02_C_00943,Sepi_6A01_aa_01911,Sepi_6b04_aa_01526,Sepi_6B08_ad_00966,Sepi_6C06_aa_00398,Sepi_6C08_ad_01423,Sepi_6d05_aa_02152,Sepi_6E08_ad_01538,Sepi_7a07_aa_01667,Sepi_7B05_aa_01926,Sepi_8C10_ad_01118,Sepi_9B05_ad_01766,Sepi_9D01_ad_01120,Sepi_9d05_aa_00222,Sepi_9d06_aa_01814,Sepi_9E06_aa_01397,Sepi_DM12F07_00969,Sepi_DM12G05_01832,Sepi_DM12H06_00473,Sepi_DM1B01__00983,Sepi_DM21A02_01923,Sepi_DM21B07_02239,Sepi_DM21C07_00157,Sepi_DM21F02_01676,Sepi_DM23A01_01057,Sepi_DM23A02_01302,Sepi_DM23A03_02022,Sepi_DM23C12_01994,Sepi_DM23E02_01522,Sepi_DM23E06_00792,Sepi_DM24B02_02081,Sepi_DM24B03_00380,Sepi_DM24B04_00139,Sepi_DM24G04_01367,Sepi_DM24G05_00739,Sepi_DM2D11__00852,Sepi_DM2G10__02234,Sepi_DM2H03__02286,Sepi_DM39F06_01552,Sepi_DM3A08__02271,Shom_28C10_a_01763,Shom_6C072_a_00622,Shom_DM12H05_00586
rnj2,rnj2,Ribonuclease J 2,73,73,1.0,1,3490,,,,1599,1707,1704.041095890411,Scap_DM21B06_00321,Sepi_1A04_aa_00861,Sepi_1C01_aa_00347,Sepi_28C03_a_00208,Sepi_28C09_a_00444,Sepi_29G01_a_00424,Sepi_2A01_aa_00876,Sepi_2C10_ad_00252,Sepi_2D07_ad_00126,Sepi_2d12_aa_00683,Sepi_2E07_ad_00468,Sepi_2g06_aa_00879,Sepi_30A07_a_01654,Sepi_30B01_a_00208,Sepi_3A01_ad_00052,Sepi_3A05_ad_00052,Sepi_3A07_ad_01391,Sepi_3a11_aa_00429,Sepi_3C06_ad_00622,Sepi_3c09_aa_00775,Sepi_3c10_aa_00060,Sepi_3D11_aa_01464,Sepi_58D03_C_00107,Sepi_58D04_C_01603,Sepi_58F01_C_00614,Sepi_5A02_aa_00682,Sepi_5B11_aa_01741,Sepi_5c01_aa_00925,Sepi_5C04_ad_00141,Sepi_61B02_C_00142,Sepi_63G02_C_00504,Sepi_6A01_aa_00255,Sepi_6b04_aa_00360,Sepi_6B08_ad_00080,Sepi_6C06_aa_01656,Sepi_6C08_ad_00673,Sepi_6d05_aa_00892,Sepi_6E08_ad_00469,Sepi_7a07_aa_00924,Sepi_7B05_aa_00578,Sepi_8C10_ad_00633,Sepi_9B05_ad_00141,Sepi_9D01_ad_00873,Sepi_9d05_aa_01529,Sepi_9d06_aa_01638,Sepi_9E06_aa_00658,Sepi_DM12F07_00048,Sepi_DM12G05_00119,Sepi_DM12H06_00287,Sepi_DM1B01__00161,Sepi_DM21A02_00264,Sepi_DM21B07_00321,Sepi_DM21C07_00639,Sepi_DM21F02_00694,Sepi_DM23A01_01328,Sepi_DM23A02_00038,Sepi_DM23A03_00622,Sepi_DM23C12_00554,Sepi_DM23E02_00083,Sepi_DM23E06_00910,Sepi_DM24B02_01786,Sepi_DM24B03_00035,Sepi_DM24B04_01190,Sepi_DM24G04_01818,Sepi_DM24G05_00302,Sepi_DM2D11__00700,Sepi_DM2G10__02285,Sepi_DM2H03__00382,Sepi_DM39F06_01076,Sepi_DM3A08__00798,Shom_28C10_a_00357,Shom_6C072_a_00088,Shom_DM12H05_00287
asd,asd,Aspartate-semialdehyde dehydrogenase,73,73,1.0,1,3489,,,,990,996,994.6027397260274,Scap_DM21B06_00206,Sepi_1A04_aa_00035,Sepi_1C01_aa_00002,Sepi_28C03_a_01232,Sepi_28C09_a_00303,Sepi_29G01_a_00745,Sepi_2A01_aa_01453,Sepi_2C10_ad_01254,Sepi_2D07_ad_00010,Sepi_2d12_aa_00798,Sepi_2E07_ad_00583,Sepi_2g06_aa_02076,Sepi_30A07_a_01496,Sepi_30B01_a_01184,Sepi_3A01_ad_00831,Sepi_3A05_ad_01475,Sepi_3A07_ad_00206,Sepi_3a11_aa_00723,Sepi_3C06_ad_02085,Sepi_3c09_aa_00893,Sepi_3c10_aa_01582,Sepi_3D11_aa_00002,Sepi_58D03_C_00334,Sepi_58D04_C_01720,Sepi_58F01_C_00500,Sepi_5A02_aa_00990,Sepi_5B11_aa_00205,Sepi_5c01_aa_01039,Sepi_5C04_ad_00300,Sepi_61B02_C_00463,Sepi_63G02_C_00389,Sepi_6A01_aa_00371,Sepi_6b04_aa_02322,Sepi_6B08_ad_00195,Sepi_6C06_aa_01205,Sepi_6C08_ad_01884,Sepi_6d05_aa_00778,Sepi_6E08_ad_00728,Sepi_7a07_aa_00661,Sepi_7B05_aa_00002,Sepi_8C10_ad_01391,Sepi_9B05_ad_00481,Sepi_9D01_ad_00404,Sepi_9d05_aa_01370,Sepi_9d06_aa_00458,Sepi_9E06_aa_01014,Sepi_DM12F07_00946,Sepi_DM12G05_02314,Sepi_DM12H06_01348,Sepi_DM1B01__00273,Sepi_DM21A02_00752,Sepi_DM21B07_00206,Sepi_DM21C07_00091,Sepi_DM21F02_00106,Sepi_DM23A01_00428,Sepi_DM23A02_01051,Sepi_DM23A03_01565,Sepi_DM23C12_01660,Sepi_DM23E02_00197,Sepi_DM23E06_01376,Sepi_DM24B02_00912,Sepi_DM24B03_00708,Sepi_DM24B04_01291,Sepi_DM24G04_00902,Sepi_DM24G05_00189,Sepi_DM2D11__01679,Sepi_DM2G10__01993,Sepi_DM2H03__00190,Sepi_DM39F06_00768,Sepi_DM3A08__00363,Shom_28C10_a_00002,Shom_6C072_a_01999,Shom_DM12H05_00336
hpf,hpf,Ribosome hibernation promotion factor,73,73,1.0,1,3488,,,,552,570,569.7534246575342,Scap_DM21B06_01379,Sepi_1A04_aa_00438,Sepi_1C01_aa_01165,Sepi_28C03_a_02085,Sepi_28C09_a_01833,Sepi_29G01_a_02121,Sepi_2A01_aa_00356,Sepi_2C10_ad_00533,Sepi_2D07_ad_01234,Sepi_2d12_aa_00240,Sepi_2E07_ad_01445,Sepi_2g06_aa_00167,Sepi_30A07_a_00270,Sepi_30B01_a_01867,Sepi_3A01_ad_01541,Sepi_3A05_ad_01520,Sepi_3A07_ad_01568,Sepi_3a11_aa_01132,Sepi_3C06_ad_00897,Sepi_3c09_aa_01385,Sepi_3c10_aa_01518,Sepi_3D11_aa_01361,Sepi_58D03_C_00703,Sepi_58D04_C_00240,Sepi_58F01_C_01088,Sepi_5A02_aa_00240,Sepi_5B11_aa_01033,Sepi_5c01_aa_00452,Sepi_5C04_ad_00877,Sepi_61B02_C_00918,Sepi_63G02_C_00129,Sepi_6A01_aa_01775,Sepi_6b04_aa_01198,Sepi_6B08_ad_00261,Sepi_6C06_aa_01366,Sepi_6C08_ad_01303,Sepi_6d05_aa_01339,Sepi_6E08_ad_01987,Sepi_7a07_aa_00303,Sepi_7B05_aa_00770,Sepi_8C10_ad_01202,Sepi_9B05_ad_01909,Sepi_9D01_ad_00034,Sepi_9d05_aa_01983,Sepi_9d06_aa_01953,Sepi_9E06_aa_00129,Sepi_DM12F07_01439,Sepi_DM12G05_01590,Sepi_DM12H06_00838,Sepi_DM1B01__00693,Sepi_DM21A02_00615,Sepi_DM21B07_01416,Sepi_DM21C07_00919,Sepi_DM21F02_01170,Sepi_DM23A01_00754,Sepi_DM23A02_00440,Sepi_DM23A03_00126,Sepi_DM23C12_00126,Sepi_DM23E02_01681,Sepi_DM23E06_00221,Sepi_DM24B02_00100,Sepi_DM24B03_01824,Sepi_DM24B04_01878,Sepi_DM24G04_01165,Sepi_DM24G05_01899,Sepi_DM2D11__00063,Sepi_DM2G10__00565,Sepi_DM2H03__01143,Sepi_DM39F06_01405,Sepi_DM3A08__01535,Shom_28C10_a_01527,Shom_6C072_a_01207,Shom_DM12H05_00946
group_2225,,hypothetical protein,73,73,1.0,1,3485,,,,657,657,657.0,Scap_DM21B06_00402,Sepi_1A04_aa_00942,Sepi_1C01_aa_00266,Sepi_28C03_a_00127,Sepi_28C09_a_00363,Sepi_29G01_a_00505,Sepi_2A01_aa_01608,Sepi_2C10_ad_00171,Sepi_2D07_ad_00207,Sepi_2d12_aa_00602,Sepi_2E07_ad_00387,Sepi_2g06_aa_00960,Sepi_30A07_a_00825,Sepi_30B01_a_00127,Sepi_3A01_ad_00133,Sepi_3A05_ad_00133,Sepi_3A07_ad_01117,Sepi_3a11_aa_00347,Sepi_3C06_ad_00541,Sepi_3c09_aa_00691,Sepi_3c10_aa_00142,Sepi_3D11_aa_01063,Sepi_58D03_C_00025,Sepi_58D04_C_01521,Sepi_58F01_C_00695,Sepi_5A02_aa_00601,Sepi_5B11_aa_00606,Sepi_5c01_aa_00844,Sepi_5C04_ad_00060,Sepi_61B02_C_00061,Sepi_63G02_C_00585,Sepi_6A01_aa_00174,Sepi_6b04_aa_00152,Sepi_6B08_ad_01409,Sepi_6C06_aa_00055,Sepi_6C08_ad_00592,Sepi_6d05_aa_00974,Sepi_6E08_ad_00388,Sepi_7a07_aa_01005,Sepi_7B05_aa_00497,Sepi_8C10_ad_00552,Sepi_9B05_ad_00060,Sepi_9D01_ad_00954,Sepi_9d05_aa_01610,Sepi_9d06_aa_01557,Sepi_9E06_aa_00577,Sepi_DM12F07_00129,Sepi_DM12G05_00038,Sepi_DM12H06_00206,Sepi_DM1B01__00080,Sepi_DM21A02_00183,Sepi_DM21B07_00402,Sepi_DM21C07_00840,Sepi_DM21F02_00613,Sepi_DM23A01_01247,Sepi_DM23A02_00119,Sepi_DM23A03_00541,Sepi_DM23C12_00473,Sepi_DM23E02_00895,Sepi_DM23E06_00991,Sepi_DM24B02_00244,Sepi_DM24B03_00116,Sepi_DM24B04_01124,Sepi_DM24G04_00190,Sepi_DM24G05_00383,Sepi_DM2D11__00619,Sepi_DM2G10__01362,Sepi_DM2H03__01449,Sepi_DM39F06_01157,Sepi_DM3A08__00717,Shom_28C10_a_01674,Shom_6C072_a_00169,Shom_DM12H05_00206
uvrB_2~~~uvrB,uvrB_2;uvrB,UvrABC system protein B,73,73,1.0,1,3484,,,,303,1998,1974.7808219178082,Scap_DM21B06_01385,Sepi_1A04_aa_00432,Sepi_1C01_aa_01159,Sepi_28C03_a_02079,Sepi_28C09_a_01827,Sepi_29G01_a_02115,Sepi_2A01_aa_00362,Sepi_2C10_ad_00539,Sepi_2D07_ad_01240,Sepi_2d12_aa_00246,Sepi_2E07_ad_01439,Sepi_2g06_aa_00161,Sepi_30A07_a_00264,Sepi_30B01_a_01873,Sepi_3A01_ad_01547,Sepi_3A05_ad_01526,Sepi_3A07_ad_01574,Sepi_3a11_aa_01126,Sepi_3C06_ad_00903,Sepi_3c09_aa_01392,Sepi_3c10_aa_01512,Sepi_3D11_aa_01355,Sepi_58D03_C_00697,Sepi_58D04_C_00246,Sepi_58F01_C_01082,Sepi_5A02_aa_00246,Sepi_5B11_aa_01027,Sepi_5c01_aa_00458,Sepi_5C04_ad_00883,Sepi_61B02_C_00912,Sepi_63G02_C_00123,Sepi_6A01_aa_01781,Sepi_6b04_aa_01250,Sepi_6B08_ad_00255,Sepi_6C06_aa_01372,Sepi_6C08_ad_01309,Sepi_6d05_aa_01333,Sepi_6E08_ad_01993,Sepi_7a07_aa_00309,Sepi_7B05_aa_00764,Sepi_8C10_ad_01196,Sepi_9B05_ad_01915,Sepi_9D01_ad_00028,Sepi_9d05_aa_01977,Sepi_9d06_aa_01947,Sepi_9E06_aa_00123,Sepi_DM12F07_01445,Sepi_DM12G05_01596,Sepi_DM12H06_00844,Sepi_DM1B01__00687,Sepi_DM21A02_00621,Sepi_DM21B07_01410,Sepi_DM21C07_00913,Sepi_DM21F02_01164,Sepi_DM23A01_00748,Sepi_DM23A02_00446,Sepi_DM23A03_00120,Sepi_DM23C12_00120,Sepi_DM23E02_01687,Sepi_DM23E06_00215,Sepi_DM24B02_00106,Sepi_DM24B03_01830,Sepi_DM24B04_01884,Sepi_DM24G04_01171,Sepi_DM24G05_01893,Sepi_DM2D11__00057,Sepi_DM2G10__00571,Sepi_DM2H03__01137,Sepi_DM39F06_01399,Sepi_DM3A08__01541,Shom_28C10_a_01521,Shom_6C072_a_01201,Shom_DM12H05_00952
apbE,apbE,FAD:protein FMN transferase,73,73,1.0,1,3482,,,,918,918,918.0,Scap_DM21B06_01122,Sepi_1A04_aa_01030,Sepi_1C01_aa_01117,Sepi_28C03_a_00612,Sepi_28C09_a_00953,Sepi_29G01_a_00237,Sepi_2A01_aa_00750,Sepi_2C10_ad_01506,Sepi_2D07_ad_00407,Sepi_2d12_aa_02061,Sepi_2E07_ad_00649,Sepi_2g06_aa_01253,Sepi_30A07_a_00963,Sepi_30B01_a_01771,Sepi_3A01_ad_01147,Sepi_3A05_ad_01136,Sepi_3A07_ad_00842,Sepi_3a11_aa_01383,Sepi_3C06_ad_00079,Sepi_3c09_aa_01339,Sepi_3c10_aa_02158,Sepi_3D11_aa_00650,Sepi_58D03_C_01676,Sepi_58D04_C_02178,Sepi_58F01_C_01609,Sepi_5A02_aa_01820,Sepi_5B11_aa_00470,Sepi_5c01_aa_02280,Sepi_5C04_ad_01618,Sepi_61B02_C_01331,Sepi_63G02_C_00841,Sepi_6A01_aa_00672,Sepi_6b04_aa_01151,Sepi_6B08_ad_01074,Sepi_6C06_aa_00301,Sepi_6C08_ad_01542,Sepi_6d05_aa_02254,Sepi_6E08_ad_00023,Sepi_7a07_aa_00214,Sepi_7B05_aa_01472,Sepi_8C10_ad_00781,Sepi_9B05_ad_00923,Sepi_9D01_ad_01369,Sepi_9d05_aa_00120,Sepi_9d06_aa_00366,Sepi_9E06_aa_01136,Sepi_DM12F07_01065,Sepi_DM12G05_00980,Sepi_DM12H06_00569,Sepi_DM1B01__00884,Sepi_DM21A02_01308,Sepi_DM21B07_01504,Sepi_DM21C07_00722,Sepi_DM21F02_00942,Sepi_DM23A01_00959,Sepi_DM23A02_01131,Sepi_DM23A03_01943,Sepi_DM23C12_01908,Sepi_DM23E02_02097,Sepi_DM23E06_00694,Sepi_DM24B02_01174,Sepi_DM24B03_00284,Sepi_DM24B04_01740,Sepi_DM24G04_00985,Sepi_DM24G05_00835,Sepi_DM2D11__00753,Sepi_DM2G10__00411,Sepi_DM2H03__00556,Sepi_DM39F06_00483,Sepi_DM3A08__01129,Shom_28C10_a_00788,Shom_6C072_a_00721,Shom_DM12H05_00681
rplGB,rplGB,Ribosome-associated protein L7Ae-like protein,73,73,1.0,1,3481,,,,261,261,261.0,Scap_DM21B06_01796,Sepi_1A04_aa_01752,Sepi_1C01_aa_01420,Sepi_28C03_a_00850,Sepi_28C09_a_01886,Sepi_29G01_a_01300,Sepi_2A01_aa_01192,Sepi_2C10_ad_00473,Sepi_2D07_ad_01020,Sepi_2d12_aa_00029,Sepi_2E07_ad_01303,Sepi_2g06_aa_01876,Sepi_30A07_a_01799,Sepi_30B01_a_01628,Sepi_3A01_ad_01300,Sepi_3A05_ad_00783,Sepi_3A07_ad_00529,Sepi_3a11_aa_02326,Sepi_3C06_ad_01830,Sepi_3c09_aa_00344,Sepi_3c10_aa_01844,Sepi_3D11_aa_02032,Sepi_58D03_C_00811,Sepi_58D04_C_00024,Sepi_58F01_C_01303,Sepi_5A02_aa_00028,Sepi_5B11_aa_01914,Sepi_5c01_aa_00238,Sepi_5C04_ad_00667,Sepi_61B02_C_01766,Sepi_63G02_C_00339,Sepi_6A01_aa_01855,Sepi_6b04_aa_00452,Sepi_6B08_ad_01789,Sepi_6C06_aa_01743,Sepi_6C08_ad_00508,Sepi_6d05_aa_01563,Sepi_6E08_ad_01384,Sepi_7a07_aa_00455,Sepi_7B05_aa_00980,Sepi_8C10_ad_00314,Sepi_9B05_ad_00506,Sepi_9D01_ad_00320,Sepi_9d05_aa_02192,Sepi_9d06_aa_00024,Sepi_9E06_aa_01902,Sepi_DM12F07_01755,Sepi_DM12G05_01679,Sepi_DM12H06_00621,Sepi_DM1B01__02035,Sepi_DM21A02_00403,Sepi_DM21B07_01896,Sepi_DM21C07_00419,Sepi_DM21F02_01964,Sepi_DM23A01_02255,Sepi_DM23A02_01689,Sepi_DM23A03_00336,Sepi_DM23C12_00336,Sepi_DM23E02_01275,Sepi_DM23E06_02237,Sepi_DM24B02_01439,Sepi_DM24B03_01269,Sepi_DM24B04_01910,Sepi_DM24G04_01652,Sepi_DM24G05_01095,Sepi_DM2D11__02006,Sepi_DM2G10__01676,Sepi_DM2H03__00926,Sepi_DM39F06_02013,Sepi_DM3A08__01914,Shom_28C10_a_00942,Shom_6C072_a_01054,Shom_DM12H05_01279
